날짜,코스피,PBR,배당수익률,삼성전자,,
2022-04-14,12.4,1.11,1.88,10.24,,
2022-04-15,12.3,1.1,1.89,10.10,,
2022-04-18,12.29,1.1,1.89,10.12,,
2022-04-19,12.41,1.11,1.87,10.21,,
2022-04-20,12.41,1.11,1.87,10.22,,
2022-04-21,12.45,1.11,1.87,10.27,,
2022-04-22,12.34,1.1,1.88,10.16,,
2022-04-25,12.12,1.08,1.92,10.06,,
2022-04-26,12.18,1.09,1.91,10.03,,
2022-04-27,12.04,1.07,1.93,9.86,,
2022-04-28,12.17,1.09,1.91,9.83,,
2022-04-29,12.3,1.1,1.89,10.22,,
2022-05-02,11.13,1.08,1.85,10.21,,
2022-05-03,11.1,1.07,1.85,10.24,,
2022-05-04,11.09,1.07,1.85,10.30,,
2022-05-06,10.95,1.06,1.88,10.09,,
2022-05-09,10.81,1.05,1.9,10.03,,
2022-05-10,10.75,1.04,1.91,9.97,,
2022-05-11,10.74,1.04,1.92,9.97,,
2022-05-12,10.56,1.02,1.95,9.84,,
2022-05-13,10.79,1.04,1.91,10.09,,
2022-05-16,10.75,1.04,1.91,10.06,,
2022-05-17,10.85,1.05,1.9,10.25,,
2022-05-18,10.87,1.05,1.89,10.33,,
2022-05-19,10.73,1.04,1.92,10.24,,
2022-05-20,10.93,1.06,1.88,10.31,,
2022-05-23,10.96,1.06,1.88,10.30,,
2022-05-24,10.79,1.04,1.91,10.09,,
2022-05-25,10.83,1.05,1.9,10.07,,
2022-05-26,10.81,1.05,1.9,10.00,,
2022-05-27,10.92,1.06,1.88,10.09,,
2022-05-30,11.05,1.07,1.86,10.27,,
2022-05-31,11.12,1.08,1.85,10.22,,
2022-06-02,11.01,1.06,1.87,10.12,,
2022-06-03,11.06,1.07,1.86,10.13,,
2022-06-07,10.87,1.05,1.89,9.93,,
2022-06-08,10.87,1.05,1.89,9.90,,
2022-06-09,11.44,1.04,1.89,9.89,,
2022-06-10,11.31,1.02,1.91,9.68,,
2022-06-13,10.91,0.99,1.98,9.42,,
2022-06-14,10.86,0.98,1.99,9.39,,
2022-06-15,10.66,0.96,2.03,9.21,,
2022-06-16,10.68,0.97,2.03,9.24,,
2022-06-17,10.63,0.96,2.03,9.07,,
2022-06-20,10.42,0.94,2.08,8.90,,
2022-06-21,10.5,0.95,2.06,8.87,,
2022-06-22,10.21,0.92,2.12,8.74,,
2022-06-23,10.08,0.91,2.15,8.71,,
2022-06-24,10.31,0.93,2.1,8.86,,
2022-06-27,10.47,0.95,2.07,8.92,,
2022-06-28,10.56,0.96,2.05,9.01,,
2022-06-29,10.37,0.94,2.09,8.80,,
2022-06-30,10.17,0.92,2.13,8.65,,
2022-07-01,10.05,0.91,2.15,9.12,,
2022-07-04,10.03,0.91,2.16,9.26,,
2022-07-05,10.21,0.92,2.12,9.28,,
2022-07-06,9.99,0.9,2.17,9.15,,
2022-07-07,10.18,0.92,2.13,9.44,,
2022-07-08,10.25,0.93,2.11,9.52,,
2022-07-11,10.2,0.92,2.12,9.54,,
2022-07-12,10.11,0.91,2.14,9.43,,
2022-07-13,10.15,0.92,2.13,9.41,,
2022-07-14,10.13,0.92,2.14,9.33,,
2022-07-15,10.17,0.92,2.13,9.73,,
2022-07-18,10.36,0.94,2.09,10.04,,
2022-07-19,10.34,0.94,2.09,9.88,,
2022-07-20,10.41,0.94,2.08,9.81,,
2022-07-21,10.51,0.95,2.06,10.03,,
2022-07-22,10.44,0.95,2.07,9.94,,
2022-07-25,10.48,0.95,2.06,9.91,,
2022-07-26,10.52,0.95,2.06,10.01,,
2022-07-27,10.54,0.95,2.05,10.03,,
2022-07-28,10.62,0.96,2.04,10.04,,
2022-07-29,10.69,0.97,2.02,9.96,,
2022-08-01,10.69,0.97,2.02,9.94,,
2022-08-02,10.64,0.96,2.03,10.01,,
2022-08-03,10.74,0.97,2.01,9.94,,
2022-08-04,10.79,0.98,2.01,9.98,,
2022-08-05,10.87,0.98,1.99,9.98,,
2022-08-08,10.88,0.99,1.99,9.86,,
2022-08-09,10.93,0.99,1.98,9.73,,
2022-08-10,10.83,0.98,2,9.59,,
2022-08-11,11.02,1,1.96,9.72,,
2022-08-12,11.04,1,1.96,9.77,,
2022-08-16,11.06,1,1.96,9.90,,
2022-08-17,10.99,0.99,1.97,9.80,,
2022-08-18,10.95,0.99,1.98,9.98,,
2022-08-19,10.88,0.99,1.99,9.88,,
2022-08-22,10.75,0.97,2.01,9.73,,
2022-08-23,10.63,0.96,2.03,9.59,,
2022-08-24,10.69,0.97,2.02,9.57,,
2022-08-25,10.82,0.98,2,9.69,,
2022-08-26,10.83,0.98,2,9.73,,
2022-08-29,10.6,0.96,2.04,9.51,,
2022-08-30,10.7,0.97,2.02,9.54,,
2022-08-31,10.8,0.98,2,9.69,,
2022-09-01,10.55,0.95,2.05,9.47,,
2022-09-02,10.52,0.95,2.06,9.33,,
2022-09-05,10.49,0.95,2.06,9.26,,
2022-09-06,10.52,0.95,2.06,9.26,,
2022-09-07,10.37,0.94,2.09,9.08,,
2022-09-08,10.41,0.94,2.08,9.02,,
2022-09-13,10.7,0.97,2.02,9.43,,
2022-09-14,10.53,0.95,2.05,9.21,,
2022-09-15,10.49,0.95,2.06,9.08,,
2022-09-16,10.24,0.92,2.08,9.12,,
2022-09-19,10.13,0.91,2.1,9.15,,
2022-09-20,10.18,0.92,2.09,9.05,,
2022-09-21,10.09,0.91,2.11,8.97,,
2022-09-22,10.03,0.9,2.12,8.83,,
2022-09-23,9.84,0.89,2.16,8.84,,
2022-09-26,9.55,0.86,2.23,8.74,,
2022-09-27,9.56,0.86,2.23,8.79,,
2022-09-28,9.32,0.84,2.28,8.58,,
2022-09-29,9.33,0.84,2.28,8.53,,
2022-09-30,9.26,0.83,2.3,8.61,,
2022-10-04,9.5,0.85,2.24,6.85,,
2022-10-05,9.52,0.86,2.24,6.95,,
2022-10-06,9.62,0.87,2.21,6.99,,
2022-10-07,9.6,0.86,2.22,6.98,,
2022-10-11,9.42,0.85,2.26,6.88,,
2022-10-12,9.47,0.85,2.25,6.93,,
2022-10-13,9.3,0.84,2.29,6.85,,
2022-10-14,9.52,0.86,2.24,6.99,,
2022-10-17,9.55,0.86,2.23,7.02,,
2022-10-18,9.68,0.87,2.2,7.01,,
2022-10-19,9.62,0.87,2.21,6.93,,
2022-10-20,9.54,0.86,2.23,6.89,,
2022-10-21,9.52,0.86,2.24,6.94,,
2022-10-24,9.62,0.87,2.21,7.14,,
2022-10-25,9.62,0.87,2.21,7.16,,
2022-10-26,9.68,0.87,2.2,7.37,,
2022-10-27,9.85,0.89,2.16,7.38,,
2022-10-28,9.76,0.88,2.18,7.11,,
2022-10-31,9.87,0.89,2.16,7.37,,
2022-11-01,10.05,0.9,2.12,7.45,,
2022-11-02,10.06,0.91,2.12,7.40,,
2022-11-03,10.01,0.9,2.13,7.35,,
2022-11-04,10.1,0.91,2.11,7.37,,
2022-11-07,10.2,0.92,2.09,7.47,,
2022-11-08,10.32,0.93,2.07,7.67,,
2022-11-09,10.42,0.94,2.04,7.69,,
2022-11-10,10.33,0.93,2.06,7.50,,
2022-11-11,10.68,0.96,2,7.81,,
2022-11-14,10.64,0.96,2,7.68,,
2022-11-15,10.66,0.96,2,7.74,,
2022-11-16,10.66,0.96,2,7.78,,
2022-11-17,10.51,0.95,2.03,7.62,,
2022-11-18,10.52,0.95,2.03,7.67,,
2022-11-21,10.41,0.94,2.05,7.62,,
2022-11-22,10.35,0.93,2.06,7.52,,
2022-11-23,10.4,0.94,2.05,7.57,,
2022-11-24,10.5,0.95,2.03,7.62,,
2022-11-25,10.49,0.95,2.03,7.57,,
2022-11-28,10.36,0.93,2.06,7.46,,
2022-11-29,10.47,0.94,2.03,7.52,,
2022-11-30,10.64,0.96,2,7.72,,
2022-12-01,10.67,0.96,2,7.77,,
2022-12-02,10.47,0.94,2.03,7.50,,
2022-12-05,10.41,0.94,2.05,7.48,,
2022-12-06,10.29,0.93,2.07,7.35,,
2022-12-07,10.25,0.92,2.08,7.31,,
2022-12-08,10.2,0.92,2.09,7.35,,
2022-12-09,10.28,0.93,2.07,7.50,,
2022-12-12,10.21,0.92,2.09,7.38,,
2022-12-13,10.2,0.92,2.09,7.41,,
2022-12-14,10.33,0.93,2.06,7.51,,
2022-12-15,10.16,0.92,2.1,7.36,,
2022-12-16,11.39,0.89,2.1,7.38,,
2022-12-19,11.36,0.88,2.1,7.38,,
2022-12-20,11.26,0.88,2.12,7.27,,
2022-12-21,11.24,0.88,2.13,7.20,,
2022-12-22,11.38,0.89,2.1,7.34,,
2022-12-23,11.13,0.87,2.14,7.21,,
2022-12-26,11.14,0.87,2.14,7.19,,
2022-12-27,11.22,0.88,2.12,7.21,,
2022-12-28,10.97,0.86,2.17,7.02,,
2022-12-29,10.76,0.84,2.22,6.86,,
2023-01-02,10.7,0.84,2.23,8.38,,
2023-01-03,10.67,0.83,2.23,8.36,,
2023-01-04,10.85,0.85,2.2,8.72,,
2023-01-05,10.89,0.85,2.19,8.78,,
2023-01-06,11.02,0.86,2.16,8.91,,
2023-01-09,11.31,0.88,2.11,9.16,,
2023-01-10,11.31,0.88,2.11,9.12,,
2023-01-11,11.35,0.89,2.1,9.13,,
2023-01-12,11.38,0.89,2.09,9.13,,
2023-01-13,11.48,0.9,2.08,9.18,,
2023-01-16,11.55,0.9,2.06,9.22,,
2023-01-17,11.45,0.9,2.08,9.21,,
2023-01-18,11.39,0.89,2.09,9.12,,
2023-01-19,11.45,0.9,2.08,9.28,,
2023-01-20,11.53,0.9,2.07,9.33,,
2023-01-25,11.69,0.91,2.04,9.57,,
2023-01-26,11.89,0.93,2,9.65,,
2023-01-27,11.96,0.94,1.99,9.75,,
2023-01-30,11.81,0.92,2.02,9.55,,
2023-01-31,11.69,0.91,2.04,9.21,,
2023-02-01,11.81,0.92,2.02,9.33,,
2023-02-02,11.9,0.93,2,9.58,,
2023-02-03,11.96,0.94,1.99,9.63,,
2023-02-06,11.75,0.92,2.03,9.30,,
2023-02-07,11.81,0.92,2.02,9.34,,
2023-02-08,11.97,0.94,1.99,9.52,,
2023-02-09,11.96,0.94,1.99,9.51,,
2023-02-10,11.9,0.93,2,9.48,,
2023-02-13,11.82,0.92,2.02,9.49,,
2023-02-14,11.88,0.93,2.01,9.54,,
2023-02-15,11.7,0.92,2.04,9.39,,
2023-02-16,11.93,0.93,2,9.61,,
2023-02-17,11.81,0.92,2.02,9.45,,
2023-02-20,11.83,0.93,2.01,9.46,,
2023-02-21,11.88,0.92,2.01,9.37,,
2023-02-22,11.68,0.91,2.05,9.22,,
2023-02-23,11.79,0.92,2.03,9.36,,
2023-02-24,11.71,0.91,2.04,9.25,,
2023-02-27,11.61,0.9,2.06,9.13,,
2023-02-28,11.66,0.91,2.05,9.15,,
2023-03-02,11.73,0.91,2.04,9.18,,
2023-03-03,11.75,0.91,2.04,9.13,,
2023-03-06,11.9,0.93,2.01,9.28,,
2023-03-07,11.9,0.93,2.01,9.16,,
2023-03-08,11.75,0.91,2.04,9.10,,
2023-03-09,11.69,0.91,2.05,9.07,,
2023-03-10,11.57,0.9,2.07,8.98,,
2023-03-13,11.65,0.91,2.05,9.06,,
2023-03-14,11.35,0.88,2.11,8.91,,
2023-03-15,11.5,0.89,2.08,9.03,,
2023-03-16,11.49,0.89,2.08,9.04,,
2023-03-17,11.58,0.9,2.07,9.25,,
2023-03-20,11.5,0.89,2.08,9.09,,
2023-03-21,11.54,0.9,2.07,9.10,,
2023-03-22,11.67,0.91,2.05,9.22,,
2023-03-23,11.71,0.91,2.04,9.40,,
2023-03-24,11.66,0.91,2.05,9.51,,
2023-03-27,11.64,0.91,2.05,9.37,,
2023-03-28,11.76,0.92,2.03,9.49,,
2023-03-29,11.81,0.92,2.03,9.46,,
2023-03-30,11.85,0.92,2.02,9.54,,
2023-03-31,11.97,0.93,2,9.66,,
2023-04-03,11.96,0.93,2,12.04,,
2023-04-04,12,0.93,1.99,12.14,,
2023-04-05,12.07,0.94,1.98,12.19,,
2023-04-06,11.89,0.93,2.01,11.89,,
2023-04-07,12.04,0.94,1.98,12.40,,
2023-04-10,12.15,0.95,1.97,12.54,,
2023-04-11,12.32,0.96,1.94,12.58,,
2023-04-12,12.33,0.96,1.94,12.60,,
2023-04-13,12.39,0.96,1.93,12.61,,
2023-04-14,12.43,0.97,1.92,12.42,,
2023-04-17,12.45,0.97,1.92,12.46,,
2023-04-18,12.43,0.97,1.92,12.52,,
2023-04-19,12.46,0.97,1.92,12.50,,
2023-04-20,12.4,0.97,1.93,12.46,,
2023-04-21,12.31,0.96,1.94,12.54,,
2023-04-24,12.21,0.95,1.96,12.44,,
2023-04-25,12.08,0.94,1.99,12.14,,
2023-04-26,12.06,0.94,1.99,12.23,,
2023-04-27,12.11,0.94,1.98,12.33,,
2023-04-28,12.14,0.94,1.98,12.50,,
2023-05-02,13.3,0.96,1.97,12.54,,
2023-05-03,13.18,0.95,1.99,12.48,,
2023-05-04,13.17,0.95,1.99,12.42,,
2023-05-08,13.24,0.96,1.98,12.58,,
2023-05-09,13.22,0.96,1.98,12.46,,
2023-05-10,13.15,0.95,1.99,12.33,,
2023-05-11,13.12,0.95,1.99,12.25,,
2023-05-12,13.04,0.94,2.01,12.23,,
2023-05-15,13.06,0.94,2,12.31,,
2023-05-16,13.06,0.95,2,12.48,,
2023-05-17,13.14,0.95,1.99,12.40,,
2023-05-18,13.25,0.96,1.97,12.63,,
2023-05-19,13.37,0.97,1.96,13.05,,
2023-05-22,13.47,0.97,1.94,13.07,,
2023-05-23,13.53,0.98,1.93,13.05,,
2023-05-24,13.53,0.98,1.93,13.07,,
2023-05-25,13.46,0.97,1.94,13.13,,
2023-05-26,13.48,0.98,1.94,13.42,,
2023-05-30,13.62,0.99,1.92,13.80,,
2023-05-31,13.57,0.98,1.93,13.63,,
2023-06-01,13.52,0.98,1.93,13.53,,
2023-06-02,13.69,0.99,1.91,13.78,,
2023-06-05,13.76,1,1.9,13.68,,
2023-06-07,13.76,1,1.9,13.55,,
2023-06-08,13.74,0.99,1.9,13.53,,
2023-06-09,16.15,0.97,1.88,13.74,,
2023-06-12,16.07,0.96,1.89,13.55,,
2023-06-13,16.15,0.97,1.88,13.74,,
2023-06-14,16.03,0.96,1.9,13.72,,
2023-06-15,15.97,0.95,1.9,13.64,,
2023-06-16,16.07,0.96,1.89,13.70,,
2023-06-19,15.97,0.95,1.9,13.59,,
2023-06-20,15.93,0.95,1.91,13.63,,
2023-06-21,15.8,0.95,1.92,13.45,,
2023-06-22,15.87,0.95,1.91,13.61,,
2023-06-23,15.72,0.94,1.93,13.66,,
2023-06-26,15.8,0.95,1.92,13.82,,
2023-06-27,15.79,0.94,1.92,13.85,,
2023-06-28,15.69,0.94,1.94,13.87,,
2023-06-29,15.6,0.93,1.95,13.82,,
2023-06-30,15.69,0.94,1.94,13.78,,
2023-07-03,15.92,0.95,1.91,15.52,,
2023-07-04,15.87,0.95,1.91,15.52,,
2023-07-05,15.78,0.94,1.92,15.31,,
2023-07-06,15.64,0.94,1.94,15.22,,
2023-07-07,15.46,0.92,1.96,14.86,,
2023-07-10,15.42,0.92,1.97,14.77,,
2023-07-11,15.68,0.94,1.94,15.20,,
2023-07-12,15.76,0.94,1.93,15.29,,
2023-07-13,15.85,0.95,1.91,15.29,,
2023-07-14,16.08,0.96,1.89,15.60,,
2023-07-17,16.03,0.96,1.89,15.58,,
2023-07-18,15.96,0.95,1.9,15.31,,
2023-07-19,15.96,0.95,1.9,15.24,,
2023-07-20,15.91,0.95,1.91,15.09,,
2023-07-21,15.97,0.96,1.9,14.95,,
2023-07-24,16.09,0.96,1.89,14.97,,
2023-07-25,16.14,0.97,1.88,14.88,,
2023-07-26,15.87,0.95,1.91,14.84,,
2023-07-27,15.94,0.95,1.9,15.24,,
2023-07-28,15.97,0.96,1.9,15.01,,
2023-07-31,16.12,0.96,1.88,14.84,,
2023-08-01,16.33,0.98,1.86,15.12,,
2023-08-02,16.02,0.96,1.9,14.86,,
2023-08-03,15.96,0.95,1.9,14.63,,
2023-08-04,15.95,0.95,1.9,14.52,,
2023-08-07,15.81,0.95,1.92,14.56,,
2023-08-08,15.77,0.94,1.93,14.37,,
2023-08-09,15.96,0.96,1.9,14.65,,
2023-08-10,15.94,0.95,1.9,14.46,,
2023-08-11,15.88,0.95,1.91,14.35,,
2023-08-14,15.75,0.94,1.93,14.31,,
2023-08-16,15.46,0.93,1.96,14.24,,
2023-08-17,15.43,0.92,1.97,14.18,,
2023-08-18,15.33,0.92,1.98,14.09,,
2023-08-21,15.36,0.92,1.98,14.16,,
2023-08-22,15.39,0.92,1.97,14.16,,
2023-08-23,15.33,0.92,1.98,14.26,,
2023-08-24,15.52,0.93,1.95,14.50,,
2023-08-25,15.41,0.92,1.97,14.26,,
2023-08-28,15.56,0.93,1.95,14.20,,
2023-08-29,15.61,0.94,1.94,14.20,,
2023-08-30,15.67,0.94,1.93,14.26,,
2023-08-31,15.64,0.94,1.94,14.22,,
2023-09-01,15.68,0.94,1.93,15.09,,
2023-09-04,15.81,0.95,1.92,15.14,,
2023-09-05,15.8,0.95,1.92,15.03,,
2023-09-06,15.68,0.94,1.93,14.88,,
2023-09-07,15.59,0.93,1.94,14.97,,
2023-09-08,15.59,0.93,1.94,14.95,,
2023-09-11,15.64,0.94,1.94,15.05,,
2023-09-12,15.52,0.93,1.95,14.99,,
2023-09-13,15.51,0.93,1.95,15.07,,
2023-09-14,15.74,0.94,1.93,15.24,,
2023-09-15,15.92,0.95,1.9,15.31,,
2023-09-18,15.76,0.94,1.92,14.92,,
2023-09-19,19.15,0.93,1.93,14.84,,
2023-09-20,19.15,0.93,1.93,14.80,,
2023-09-21,18.82,0.91,1.97,14.65,,
2023-09-22,18.78,0.91,1.97,14.63,,
2023-09-25,18.69,0.9,1.98,14.75,,
2023-09-26,18.43,0.89,2.01,14.58,,
2023-09-27,18.45,0.89,2,14.54,,
2023-10-04,18,0.87,2.05,31.68,,
2023-10-05,17.99,0.87,2.06,31.30,,
2023-10-06,18.07,0.87,2.05,30.98,,
2023-10-10,18.02,0.87,2.05,31.16,,
2023-10-11,18.38,0.89,2.01,32.01,,
2023-10-12,18.6,0.9,1.99,32.34,,
2023-10-13,18.43,0.89,2.01,31.91,,
2023-10-16,18.28,0.88,2.02,31.59,,
2023-10-17,18.46,0.89,2,32.57,,
2023-10-18,18.48,0.89,2,33.09,,
2023-10-19,18.12,0.88,2.04,32.62,,
2023-10-20,17.82,0.86,2.08,32.29,,
2023-10-23,17.68,0.86,2.09,32.10,,
2023-10-24,17.88,0.87,2.07,32.15,,
2023-10-25,17.72,0.86,2.09,31.91,,
2023-10-26,17.24,0.83,2.15,31.30,,
2023-10-27,17.27,0.84,2.14,31.59,,
2023-10-30,17.33,0.84,2.13,31.59,,
2023-10-31,17.08,0.83,2.16,31.40,,
2023-11-01,17.26,0.84,2.14,32.20,,
2023-11-02,17.57,0.85,2.1,32.71,,
2023-11-03,17.76,0.86,2.08,32.66,,
2023-11-06,18.78,0.91,1.97,33.27,,
2023-11-07,18.34,0.89,2.02,33.27,,
2023-11-08,18.17,0.88,2.04,32.81,,
2023-11-09,18.21,0.88,2.03,32.99,,
2023-11-10,18.11,0.88,2.04,33.09,,
2023-11-13,18.06,0.87,2.05,33.04,,
2023-11-14,18.29,0.89,2.02,33.23,,
2023-11-15,18.69,0.9,1.98,33.88,,
2023-11-16,18.7,0.91,1.98,34.17,,
2023-11-17,18.56,0.9,1.99,34.03,,
2023-11-20,18.75,0.91,1.97,34.12,,
2023-11-21,18.9,0.91,1.96,34.17,,
2023-11-22,18.91,0.92,1.96,34.17,,
2023-11-23,18.93,0.92,1.95,33.98,,
2023-11-24,18.79,0.91,1.97,33.65,,
2023-11-27,18.79,0.91,1.97,33.46,,
2023-11-28,18.98,0.92,1.95,34.12,,
2023-11-29,18.97,0.92,1.95,34.12,,
2023-11-30,19.09,0.92,1.94,34.17,,
2023-12-01,18.86,0.91,1.96,33.79,,
2023-12-04,18.93,0.92,1.95,34.07,,
2023-12-05,18.77,0.91,1.97,33.42,,
2023-12-06,18.78,0.91,1.97,33.65,,
2023-12-07,18.76,0.91,1.97,33.56,,
2023-12-08,18.95,0.92,1.95,34.07,,
2023-12-11,19.01,0.92,1.94,34.26,,
2023-12-12,19.08,0.92,1.94,34.50,,
2023-12-13,18.9,0.91,1.96,34.17,,
2023-12-14,19.15,0.93,1.93,34.31,,
2023-12-15,19.43,0.94,1.9,34.40,,
2023-12-18,19.46,0.94,1.9,34.21,,
2023-12-19,19.47,0.94,1.9,34.45,,
2023-12-20,19.04,0.94,1.87,35.11,,
2023-12-21,18.94,0.93,1.88,35.20,,
2023-12-22,18.93,0.93,1.88,35.62,,
2023-12-26,18.97,0.94,1.87,35.95,,
2023-12-27,19.06,0.94,1.86,36.61,,
2023-12-28,19.36,0.96,1.83,36.84,,
2024-01-02,19.56,0.97,1.81,27.46,,
2024-01-03,19.1,0.94,1.86,26.56,,
2024-01-04,18.95,0.94,1.87,26.42,,
2024-01-05,18.88,0.93,1.88,26.42,,
2024-01-08,18.81,0.93,1.89,26.39,,
2024-01-09,18.76,0.93,1.89,25.77,,
2024-01-10,18.62,0.92,1.91,25.39,,
2024-01-11,18.6,0.92,1.91,25.25,,
2024-01-12,18.49,0.91,1.92,25.21,,
2024-01-15,18.49,0.91,1.92,25.49,,
2024-01-16,18.28,0.9,1.94,25.04,,
2024-01-17,17.83,0.88,1.99,24.49,,
2024-01-18,17.86,0.88,1.99,24.73,,
2024-01-19,18.1,0.89,1.96,25.77,,
2024-01-22,18.04,0.89,1.97,25.90,,
2024-01-23,18.15,0.9,1.96,25.94,,
2024-01-24,18.08,0.89,1.96,25.52,,
2024-01-25,18.1,0.89,1.96,25.56,,
2024-01-26,18.16,0.9,1.95,25.32,,
2024-01-29,18.35,0.91,1.93,25.66,,
2024-01-30,18.34,0.91,1.93,25.63,,
2024-01-31,18.33,0.91,1.93,25.08,,
2024-02-01,18.67,0.92,1.9,25.39,,
2024-02-02,19.2,0.95,1.85,25.94,,
2024-02-05,19.03,0.94,1.86,25.63,,
2024-02-06,18.92,0.94,1.87,25.66,,
2024-02-07,19.16,0.95,1.85,25.87,,
2024-02-08,19.24,0.95,1.84,25.56,,
2024-02-13,19.46,0.96,1.82,25.94,,
2024-02-14,19.24,0.95,1.84,25.52,,
2024-02-15,19.19,0.95,1.85,25.18,,
2024-02-16,19.45,0.96,1.82,25.11,,
2024-02-19,19.69,0.97,1.8,25.46,,
2024-02-20,19.52,0.97,1.82,25.28,,
2024-02-21,19.48,0.96,1.82,25.18,,
2024-02-22,19.56,0.97,1.81,25.21,,
2024-02-23,19.59,0.97,1.81,25.15,,
2024-02-26,19.44,0.96,1.82,25.11,,
2024-02-27,19.27,0.95,1.84,25.15,,
2024-02-28,19.49,0.96,1.82,25.25,,
2024-02-29,19.42,0.96,1.83,25.32,,
2024-03-04,19.66,0.97,1.8,25.83,,
2024-03-05,19.48,0.96,1.82,25.42,,
2024-03-06,19.41,0.96,1.83,25.15,,
2024-03-07,19.46,0.96,1.82,24.90,,
2024-03-08,19.7,0.97,1.8,25.28,,
2024-03-11,19.54,0.97,1.81,24.97,,
2024-03-12,19.71,0.97,1.8,25.28,,
2024-03-13,19.79,0.98,1.79,25.56,,
2024-03-14,19.98,0.99,1.77,25.63,,
2024-03-15,19.6,0.97,1.81,24.94,,
2024-03-18,19.74,0.98,1.8,25.11,,
2024-03-19,19.52,0.97,1.82,25.11,,
2024-03-20,19.77,0.98,1.79,26.52,,
2024-03-21,20.27,1,1.75,27.35,,
2024-03-22,20.22,1,1.76,27.21,,
2024-03-25,20.14,1,1.76,26.97,,
2024-03-26,20.28,1,1.75,27.56,,
2024-03-27,20.27,1,1.75,27.53,,
2024-03-28,20.2,1,1.76,27.87,,
2024-03-29,20.21,1,1.76,28.42,,
2024-04-01,20.21,1,1.76,20.04,,
2024-04-02,20.25,1,1.75,20.78,,
2024-04-03,19.91,0.98,1.78,20.56,,
2024-04-04,20.17,1,1.76,20.85,,
2024-04-05,19.96,0.99,1.78,20.66,,
2024-04-08,19.98,0.99,1.78,20.66,,
2024-04-09,19.89,0.98,1.78,20.44,,
2024-04-11,19.91,0.98,1.78,20.56,,
2024-04-12,19.71,0.98,1.8,20.46,,
2024-04-15,19.63,0.97,1.81,20.09,,
2024-04-16,19.18,0.95,1.85,19.56,,
2024-04-17,18.99,0.94,1.87,19.29,,
2024-04-18,19.36,0.96,1.83,19.46,,
2024-04-19,19.04,0.94,1.86,18.97,,
2024-04-22,19.32,0.96,1.84,18.60,,
2024-04-23,19.27,0.95,1.84,18.46,,
2024-04-24,19.66,0.97,1.81,19.21,,
2024-04-25,19.31,0.95,1.84,18.65,,
2024-04-26,19.52,0.97,1.82,18.75,,
2024-04-29,19.75,0.98,1.8,18.75,,
2024-04-30,19.78,0.98,1.79,18.94,,
2024-05-02,20.7,0.97,1.86,19.07,,
2024-05-03,20.64,0.97,1.86,18.97,,
2024-05-07,21.09,0.99,1.82,19.87,,
2024-05-08,21.17,1,1.82,19.87,,
2024-05-09,20.96,0.99,1.84,19.48,,
2024-05-10,21.06,0.99,1.83,19.36,,
2024-05-13,21.05,0.99,1.83,19.16,,
2024-05-14,21.07,0.99,1.83,19.14,,
2024-05-16,21.25,1,1.81,19.12,,
2024-05-17,21.03,0.99,1.83,18.92,,
2024-05-20,21.16,1,1.82,19.29,,
2024-05-21,21.02,0.99,1.83,19.16,,
2024-05-22,21.02,0.99,1.83,18.99,,
2024-05-23,21,0.99,1.83,19.14,,
2024-05-24,20.74,0.98,1.86,18.55,,
2024-05-27,21.01,0.99,1.83,18.87,,
2024-05-28,21.01,0.99,1.83,18.97,,
2024-05-29,20.66,0.97,1.86,18.38,,
2024-05-30,20.33,0.96,1.89,17.97,,
2024-05-31,20.34,0.96,1.89,17.97,,
2024-06-03,20.7,0.97,1.86,18.50,,
2024-06-04,20.54,0.97,1.87,18.41,,
2024-06-05,20.75,0.98,1.86,18.92,,
2024-06-07,21.01,0.99,1.83,18.90,,
2024-06-10,20.84,0.98,1.85,18.50,,
2024-06-11,20.87,0.98,1.84,18.38,,
2024-06-12,21.05,0.99,1.83,18.70,,
2024-06-13,21.26,1,1.81,19.21,,
2024-06-14,21.29,1,1.81,19.46,,
2024-06-17,18.39,0.98,1.82,19.09,,
2024-06-18,18.52,0.99,1.81,19.51,,
2024-06-19,18.75,1,1.78,19.85,,
2024-06-20,18.81,1,1.78,19.95,,
2024-06-21,18.66,1,1.79,19.56,,
2024-06-24,18.52,0.99,1.8,19.70,,
2024-06-25,18.59,0.99,1.8,19.75,,
2024-06-26,18.71,1,1.79,19.87,,
2024-06-27,18.66,1,1.79,19.95,,
2024-06-28,18.75,1,1.78,19.92,,
2024-07-01,18.79,1,1.78,17.33,,
2024-07-02,18.64,1,1.79,17.33,,
2024-07-03,18.73,1,1.78,17.33,,
2024-07-04,18.93,1.01,1.76,17.92,,
2024-07-05,19.19,1.02,1.74,18.45,,
2024-07-08,19.16,1.02,1.74,18.51,,
2024-07-09,19.23,1.03,1.73,18.60,,
2024-07-10,19.24,1.03,1.73,18.60,,
2024-07-11,19.4,1.03,1.72,18.55,,
2024-07-12,19.18,1.02,1.74,17.88,,
2024-07-15,19.21,1.03,1.74,18.36,,
2024-07-16,19.25,1.03,1.73,18.58,,
2024-07-17,19.09,1.02,1.75,18.36,,
2024-07-18,18.96,1.01,1.76,18.41,,
2024-07-19,18.77,1,1.78,17.88,,
2024-07-22,18.55,0.99,1.8,17.58,,
2024-07-23,18.63,0.99,1.79,17.77,,
2024-07-24,18.52,0.99,1.8,17.37,,
2024-07-25,18.2,0.97,1.83,17.03,,
